['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']
69.0 , 3346.15384615 , 3977.94871795 , 4122.56410256 , 3817.94871795 , 4599.48717949 , 4073.33333333 , 4472.30769231 , 4311.28205128 , 4278.97435897 , 4363.07692308 , 4243.07692308 , 4071.28205128 , 3627.17948718 , 3784.61538462 , 1687.0 , 1674.0 , 3.94 , 0.0 , 0.0 , 0.0 , 0.0 , 

70.0 , 3351.28205128 , 3983.58974359 , 4126.15384615 , 3821.02564103 , 4592.30769231 , 4073.33333333 , 4472.30769231 , 4316.41025641 , 4283.07692308 , 4365.12820513 , 4246.66666667 , 4072.30769231 , 3633.84615385 , 3790.25641026 , 1687.0 , 1673.0 , 3.947 , 0.0 , 0.0 , 0.0 , 0.0 , 

71.0 , 3348.20512821 , 3982.56410256 , 4129.74358974 , 3820.0 , 4611.28205128 , 4075.38461538 , 4472.30769231 , 4318.46153846 , 4286.15384615 , 4366.66666667 , 4246.66666667 , 4070.25641026 , 3638.46153846 , 3784.61538462 , 1686.0 , 1670.0 , 3.971 , 0.0 , 0.0 , 0.0 , 0.0 , 

72.0 , 3345.64102564 , 3982.56410256 , 4125.64102564 , 3825.12820513 , 4618.97435897 , 4079.48717949 , 4472.30769231 , 4315.38461538 , 4283.07692308 , 4377.43589744 , 4249.23076923 , 4070.25641026 , 3649.23076923 , 3784.1025641 , 1686.0 , 1672.0 , 3.971 , 0.0 , 0.0 , 0.0 , 0.0 , 

73.0 , 3347.69230769 , 3982.05128205 , 4121.53846154 , 3829.74358974 , 4609.74358974 , 4078.46153846 , 4472.30769231 , 4313.33333333 , 4281.02564103 , 4372.82051282 , 4252.82051282 , 4071.28205128 , 3655.38461538 , 3781.53846154 , 1686.0 , 1670.0 , 3.971 , 0.0 , 0.0 , 0.0 , 0.0 , 

74.0 , 3345.64102564 , 3977.94871795 , 4122.56410256 , 3822.05128205 , 4603.07692308 , 4075.38461538 , 4472.30769231 , 4314.35897436 , 4283.58974359 , 4358.46153846 , 4246.15384615 , 4071.28205128 , 3641.02564103 , 3774.35897436 , 1686.0 , 1672.0 , 3.979 , 0.0 , 0.0 , 0.0 , 0.0 , 

75.0 , 3334.35897436 , 3973.84615385 , 4121.53846154 , 3812.82051282 , 4600.0 , 4075.38461538 , 4472.30769231 , 4312.82051282 , 4282.05128205 , 4354.87179487 , 4231.79487179 , 4067.17948718 , 3623.07692308 , 3768.20512821 , 1688.0 , 1672.0 , 3.999 , 0.0 , 0.0 , 0.0 , 0.0 , 

76.0 , 3325.12820513 , 3971.28205128 , 4118.46153846 , 3814.35897436 , 4607.17948718 , 4072.82051282 , 4472.30769231 , 4308.71794872 , 4276.41025641 , 4353.33333333 , 4222.56410256 , 4062.05128205 , 3614.87179487 , 3762.05128205 , 1687.0 , 1673.0 , 3.999 , 0.0 , 0.0 , 0.0 , 0.0 , 

77.0 , 3331.79487179 , 3978.97435897 , 4120.0 , 3815.8974359 , 4614.35897436 , 4066.15384615 , 4472.30769231 , 4309.74358974 , 4276.41025641 , 4352.30769231 , 4228.20512821 , 4068.20512821 , 3620.51282051 , 3764.61538462 , 1689.0 , 1673.0 , 4.002 , 0.0 , 0.0 , 0.0 , 0.0 , 

78.0 , 3343.07692308 , 3986.15384615 , 4122.56410256 , 3814.87179487 , 4605.64102564 , 4064.1025641 , 4472.30769231 , 4312.30769231 , 4277.43589744 , 4364.1025641 , 4241.02564103 , 4075.8974359 , 3634.35897436 , 3775.38461538 , 1688.0 , 1672.0 , 4.01 , 0.0 , 0.0 , 0.0 , 0.0 , 

79.0 , 3344.1025641 , 3977.94871795 , 4123.07692308 , 3821.02564103 , 4606.15384615 , 4066.15384615 , 4472.30769231 , 4312.82051282 , 4276.92307692 , 4367.69230769 , 4246.66666667 , 4073.84615385 , 3636.92307692 , 3777.94871795 , 1688.0 , 1673.0 , 4.03 , 0.0 , 0.0 , 0.0 , 0.0 , 

80.0 , 3344.61538462 , 3977.43589744 , 4122.56410256 , 3830.25641026 , 4620.51282051 , 4065.64102564 , 4472.30769231 , 4311.79487179 , 4276.92307692 , 4357.94871795 , 4248.20512821 , 4071.79487179 , 3634.87179487 , 3775.8974359 , 1688.0 , 1671.0 , 4.03 , 0.0 , 0.0 , 0.0 , 0.0 , 

81.0 , 3353.84615385 , 3991.79487179 , 4123.07692308 , 3837.43589744 , 4621.02564103 , 4066.15384615 , 4472.30769231 , 4313.84615385 , 4278.46153846 , 4363.07692308 , 4250.25641026 , 4074.87179487 , 3644.61538462 , 3783.58974359 , 1687.0 , 1670.0 , 4.032 , 0.0 , 0.0 , 0.0 , 0.0 , 

82.0 , 3364.1025641 , 3997.94871795 , 4125.12820513 , 3836.92307692 , 4612.82051282 , 4067.17948718 , 4472.30769231 , 4319.48717949 , 4281.53846154 , 4380.51282051 , 4249.74358974 , 4076.41025641 , 3656.41025641 , 3791.79487179 , 1686.0 , 1670.0 , 4.041 , 0.0 , 0.0 , 0.0 , 0.0 , 

83.0 , 3362.56410256 , 3999.48717949 , 4127.69230769 , 3833.33333333 , 4613.33333333 , 4064.61538462 , 4472.30769231 , 4321.02564103 , 4283.58974359 , 4388.20512821 , 4251.79487179 , 4076.41025641 , 3657.94871795 , 3792.30769231 , 1686.0 , 1669.0 , 4.061 , 0.0 , 0.0 , 0.0 , 0.0 , 

84.0 , 3352.82051282 , 4002.56410256 , 4126.15384615 , 3831.28205128 , 4612.30769231 , 4070.76923077 , 4472.30769231 , 4316.92307692 , 4281.53846154 , 4378.97435897 , 4252.82051282 , 4077.43589744 , 3654.35897436 , 3784.61538462 , 1687.0 , 1669.0 , 4.061 , 0.0 , 0.0 , 0.0 , 0.0 , 

85.0 , 3342.56410256 , 3993.33333333 , 4118.97435897 , 3827.69230769 , 4612.82051282 , 4076.41025641 , 4472.30769231 , 4312.30769231 , 4279.48717949 , 4366.66666667 , 4239.48717949 , 4072.30769231 , 3644.1025641 , 3772.82051282 , 1686.0 , 1671.0 , 4.065 , 0.0 , 0.0 , 0.0 , 0.0 , 

86.0 , 3338.46153846 , 3988.20512821 , 4117.43589744 , 3828.20512821 , 4618.46153846 , 4070.76923077 , 4472.30769231 , 4310.76923077 , 4279.48717949 , 4363.58974359 , 4234.35897436 , 4069.23076923 , 3636.41025641 , 3765.64102564 , 1687.0 , 1669.0 , 4.072 , 0.0 , 0.0 , 0.0 , 0.0 , 

87.0 , 3345.12820513 , 3997.94871795 , 4122.05128205 , 3833.33333333 , 4616.92307692 , 4068.71794872 , 4472.30769231 , 4312.30769231 , 4279.48717949 , 4369.23076923 , 4248.20512821 , 4073.84615385 , 3642.05128205 , 3769.74358974 , 1686.0 , 1670.0 , 4.097 , 0.0 , 0.0 , 0.0 , 0.0 , 

88.0 , 3348.71794872 , 3998.46153846 , 4123.58974359 , 3829.23076923 , 4614.87179487 , 4076.41025641 , 4472.30769231 , 4311.79487179 , 4279.48717949 , 4374.87179487 , 4244.1025641 , 4074.35897436 , 3643.07692308 , 3773.33333333 , 1687.0 , 1671.0 , 4.097 , 0.0 , 0.0 , 0.0 , 0.0 , 

89.0 , 3345.12820513 , 3991.28205128 , 4121.02564103 , 3821.53846154 , 4617.94871795 , 4077.94871795 , 4472.30769231 , 4309.23076923 , 4278.97435897 , 4371.28205128 , 4233.33333333 , 4069.74358974 , 3633.33333333 , 3768.71794872 , 1687.0 , 1672.0 , 4.097 , 0.0 , 0.0 , 0.0 , 0.0 , 

90.0 , 3346.66666667 , 3999.48717949 , 4120.51282051 , 3827.69230769 , 4614.35897436 , 4070.76923077 , 4472.30769231 , 4311.79487179 , 4278.97435897 , 4375.8974359 , 4244.1025641 , 4070.25641026 , 3637.94871795 , 3767.69230769 , 1688.0 , 1673.0 , 4.104 , 0.0 , 0.0 , 0.0 , 0.0 , 

91.0 , 3350.76923077 , 4005.12820513 , 4123.58974359 , 3835.8974359 , 4611.79487179 , 4068.71794872 , 4472.30769231 , 4313.84615385 , 4280.0 , 4386.15384615 , 4247.17948718 , 4072.82051282 , 3655.8974359 , 3773.84615385 , 1688.0 , 1672.0 , 4.127 , 0.0 , 0.0 , 0.0 , 0.0 , 

92.0 , 3342.56410256 , 3996.41025641 , 4122.56410256 , 3828.71794872 , 4618.97435897 , 4069.23076923 , 4472.30769231 , 4310.76923077 , 4279.48717949 , 4374.87179487 , 4231.28205128 , 4070.76923077 , 3655.8974359 , 3765.12820513 , 1687.0 , 1673.0 , 4.127 , 0.0 , 0.0 , 0.0 , 0.0 , 

93.0 , 3329.23076923 , 3992.30769231 , 4117.43589744 , 3816.41025641 , 4624.1025641 , 4067.69230769 , 4472.30769231 , 4307.69230769 , 4276.41025641 , 4352.30769231 , 4222.56410256 , 4068.20512821 , 3646.66666667 , 3746.66666667 , 1688.0 , 1672.0 , 4.127 , 0.0 , 0.0 , 0.0 , 0.0 , 

94.0 , 3328.71794872 , 4000.51282051 , 4116.92307692 , 3817.43589744 , 4620.51282051 , 4066.66666667 , 4472.30769231 , 4309.23076923 , 4276.92307692 , 4355.38461538 , 4226.66666667 , 4064.61538462 , 3647.69230769 , 3749.23076923 , 1687.0 , 1672.0 , 4.135 , 0.0 , 0.0 , 0.0 , 0.0 , 

95.0 , 3338.46153846 , 4003.07692308 , 4121.02564103 , 3827.69230769 , 4615.8974359 , 4065.12820513 , 4472.30769231 , 4316.92307692 , 4283.58974359 , 4376.41025641 , 4240.0 , 4066.66666667 , 3653.84615385 , 3761.02564103 , 1687.0 , 1671.0 , 4.158 , 0.0 , 0.0 , 0.0 , 0.0 , 

96.0 , 3337.94871795 , 3996.92307692 , 4120.51282051 , 3832.30769231 , 4617.94871795 , 4067.17948718 , 4472.30769231 , 4318.46153846 , 4284.1025641 , 4374.87179487 , 4244.61538462 , 4071.79487179 , 3657.43589744 , 3757.94871795 , 1687.0 , 1672.0 , 4.158 , 0.0 , 0.0 , 0.0 , 0.0 , 

97.0 , 3329.23076923 , 3996.41025641 , 4116.92307692 , 3829.74358974 , 4627.69230769 , 4072.30769231 , 4472.30769231 , 4308.71794872 , 4275.8974359 , 4356.41025641 , 4231.28205128 , 4070.25641026 , 3648.20512821 , 3753.33333333 , 1688.0 , 1671.0 , 4.158 , 0.0 , 0.0 , 0.0 , 0.0 , 

98.0 , 3334.35897436 , 4001.02564103 , 4117.43589744 , 3828.20512821 , 4634.35897436 , 4074.35897436 , 4472.30769231 , 4305.12820513 , 4275.38461538 , 4352.82051282 , 4224.61538462 , 4068.71794872 , 3636.41025641 , 3755.38461538 , 1687.0 , 1672.0 , 4.166 , 0.0 , 0.0 , 0.0 , 0.0 , 

99.0 , 3346.66666667 , 4001.53846154 , 4120.51282051 , 3830.25641026 , 4634.35897436 , 4070.76923077 , 4472.30769231 , 4310.76923077 , 4276.92307692 , 4368.20512821 , 4232.30769231 , 4071.79487179 , 3640.51282051 , 3755.8974359 , 1688.0 , 1674.0 , 4.187 , 0.0 , 0.0 , 0.0 , 0.0 , 

100.0 , 3348.20512821 , 4005.64102564 , 4122.05128205 , 3832.82051282 , 4633.84615385 , 4068.20512821 , 4472.30769231 , 4312.82051282 , 4272.82051282 , 4381.53846154 , 4242.05128205 , 4073.33333333 , 3662.05128205 , 3762.56410256 , 1688.0 , 1672.0 , 4.187 , 0.0 , 0.0 , 0.0 , 0.0 , 

101.0 , 3344.61538462 , 4014.87179487 , 4121.02564103 , 3833.84615385 , 4628.20512821 , 4068.20512821 , 4472.30769231 , 4311.79487179 , 4276.41025641 , 4380.51282051 , 4248.71794872 , 4072.82051282 , 3671.79487179 , 3769.74358974 , 1688.0 , 1674.0 , 4.19 , 0.0 , 0.0 , 0.0 , 0.0 , 

102.0 , 3345.64102564 , 4013.33333333 , 4120.51282051 , 3831.28205128 , 4617.94871795 , 4065.64102564 , 4472.30769231 , 4312.82051282 , 4284.61538462 , 4375.8974359 , 4248.20512821 , 4070.76923077 , 3661.02564103 , 3761.02564103 , 1689.0 , 1673.0 , 4.198 , 0.0 , 0.0 , 0.0 , 0.0 , 

103.0 , 3346.66666667 , 4011.28205128 , 4122.05128205 , 3834.87179487 , 4614.35897436 , 4065.64102564 , 4472.30769231 , 4312.82051282 , 4281.53846154 , 4374.35897436 , 4244.61538462 , 4069.23076923 , 3655.8974359 , 3753.33333333 , 1688.0 , 1673.0 , 4.221 , 0.0 , 0.0 , 0.0 , 0.0 , 

104.0 , 3345.64102564 , 4017.43589744 , 4121.02564103 , 3842.56410256 , 4618.97435897 , 4065.64102564 , 4472.30769231 , 4312.82051282 , 4275.38461538 , 4372.82051282 , 4245.64102564 , 4069.74358974 , 3661.53846154 , 3758.97435897 , 1689.0 , 1672.0 , 4.221 , 0.0 , 0.0 , 0.0 , 0.0 , 

105.0 , 3345.64102564 , 4016.41025641 , 4121.02564103 , 3837.94871795 , 4628.71794872 , 4068.20512821 , 4472.30769231 , 4311.79487179 , 4277.94871795 , 4369.74358974 , 4237.94871795 , 4068.20512821 , 3654.87179487 , 3757.94871795 , 1688.0 , 1673.0 , 4.221 , 0.0 , 0.0 , 0.0 , 0.0 , 

106.0 , 3345.64102564 , 4011.79487179 , 4120.0 , 3829.74358974 , 4634.87179487 , 4066.66666667 , 4472.30769231 , 4311.28205128 , 4277.94871795 , 4369.74358974 , 4230.25641026 , 4066.15384615 , 3648.20512821 , 3752.82051282 , 1689.0 , 1672.0 , 4.228 , 0.0 , 0.0 , 0.0 , 0.0 , 

107.0 , 3345.64102564 , 4016.92307692 , 4120.51282051 , 3832.30769231 , 4630.76923077 , 4062.56410256 , 4472.30769231 , 4312.82051282 , 4276.41025641 , 4372.30769231 , 4243.07692308 , 4067.69230769 , 3662.56410256 , 3758.46153846 , 1689.0 , 1671.0 , 4.25 , 0.0 , 0.0 , 0.0 , 0.0 , 

108.0 , 3345.12820513 , 4018.97435897 , 4121.53846154 , 3835.8974359 , 4635.8974359 , 4068.71794872 , 4472.30769231 , 4310.25641026 , 4276.41025641 , 4365.12820513 , 4248.71794872 , 4068.20512821 , 3670.76923077 , 3761.53846154 , 1690.0 , 1672.0 , 4.25 , 0.0 , 0.0 , 0.0 , 0.0 , 

109.0 , 3345.12820513 , 4016.41025641 , 4120.51282051 , 3832.30769231 , 4643.07692308 , 4073.84615385 , 4472.30769231 , 4304.1025641 , 4272.82051282 , 4364.61538462 , 4241.02564103 , 4068.71794872 , 3664.61538462 , 3758.46153846 , 1689.0 , 1672.0 , 4.252 , 0.0 , 0.0 , 0.0 , 0.0 , 

110.0 , 3346.15384615 , 4024.1025641 , 4118.97435897 , 3831.28205128 , 4630.25641026 , 4067.17948718 , 4472.30769231 , 4302.05128205 , 4265.64102564 , 4378.46153846 , 4251.79487179 , 4071.79487179 , 3670.25641026 , 3757.94871795 , 1689.0 , 1672.0 , 4.26 , 0.0 , 0.0 , 0.0 , 0.0 , 

111.0 , 3345.12820513 , 4030.76923077 , 4120.0 , 3835.38461538 , 4631.28205128 , 4067.17948718 , 4472.30769231 , 4305.64102564 , 4262.56410256 , 4382.05128205 , 4265.64102564 , 4069.74358974 , 3677.94871795 , 3758.46153846 , 1689.0 , 1673.0 , 4.284 , 0.0 , 0.0 , 0.0 , 0.0 , 

112.0 , 3348.20512821 , 4027.17948718 , 4120.51282051 , 3841.53846154 , 4644.1025641 , 4070.25641026 , 4472.30769231 , 4309.74358974 , 4270.25641026 , 4376.41025641 , 4261.53846154 , 4069.74358974 , 3680.51282051 , 3762.56410256 , 1689.0 , 1672.0 , 4.284 , 0.0 , 0.0 , 0.0 , 0.0 , 

113.0 , 3353.84615385 , 4026.15384615 , 4118.97435897 , 3846.66666667 , 4630.76923077 , 4061.02564103 , 4472.30769231 , 4312.82051282 , 4276.92307692 , 4383.58974359 , 4260.0 , 4074.87179487 , 3685.12820513 , 3770.25641026 , 1688.0 , 1673.0 , 4.284 , 0.0 , 0.0 , 0.0 , 0.0 , 

114.0 , 3351.28205128 , 4029.74358974 , 4120.0 , 3847.17948718 , 4614.35897436 , 4055.8974359 , 4472.30769231 , 4313.84615385 , 4278.97435897 , 4392.82051282 , 4264.1025641 , 4073.84615385 , 3686.15384615 , 3771.28205128 , 1688.0 , 1672.0 , 4.291 , 0.0 , 0.0 , 0.0 , 0.0 , 

115.0 , 3344.61538462 , 4028.20512821 , 4118.97435897 , 3845.12820513 , 4618.97435897 , 4061.02564103 , 4472.30769231 , 4312.82051282 , 4278.97435897 , 4386.66666667 , 4262.56410256 , 4070.76923077 , 3686.66666667 , 3764.1025641 , 1687.0 , 1673.0 , 4.312 , 0.0 , 0.0 , 0.0 , 0.0 , 

116.0 , 3344.61538462 , 4024.61538462 , 4115.38461538 , 3843.58974359 , 4627.69230769 , 4061.02564103 , 4472.30769231 , 4310.76923077 , 4272.30769231 , 4374.87179487 , 4253.84615385 , 4069.74358974 , 3688.20512821 , 3755.8974359 , 1688.0 , 1671.0 , 4.312 , 0.0 , 0.0 , 0.0 , 0.0 , 

117.0 , 3346.15384615 , 4032.30769231 , 4115.8974359 , 3845.12820513 , 4637.43589744 , 4057.94871795 , 4472.30769231 , 4310.25641026 , 4265.12820513 , 4366.15384615 , 4238.46153846 , 4067.17948718 , 3681.02564103 , 3743.58974359 , 1687.0 , 1671.0 , 4.315 , 0.0 , 0.0 , 0.0 , 0.0 , 

118.0 , 3345.12820513 , 4038.97435897 , 4120.51282051 , 3847.69230769 , 4645.64102564 , 4060.0 , 4472.30769231 , 4313.33333333 , 4266.66666667 , 4364.61538462 , 4230.25641026 , 4066.66666667 , 3668.71794872 , 3736.92307692 , 1689.0 , 1670.0 , 4.323 , 0.0 , 0.0 , 0.0 , 0.0 , 

119.0 , 3342.05128205 , 4030.25641026 , 4119.48717949 , 3845.64102564 , 4636.41025641 , 4061.02564103 , 4472.30769231 , 4313.33333333 , 4267.69230769 , 4363.58974359 , 4234.35897436 , 4067.69230769 , 3665.64102564 , 3741.53846154 , 1689.0 , 1669.0 , 4.343 , 0.0 , 0.0 , 0.0 , 0.0 , 

120.0 , 3340.0 , 4025.64102564 , 4113.33333333 , 3844.1025641 , 4617.94871795 , 4057.94871795 , 4472.30769231 , 4310.76923077 , 4264.61538462 , 4360.51282051 , 4233.84615385 , 4064.1025641 , 3672.82051282 , 3746.15384615 , 1689.0 , 1671.0 , 4.343 , 0.0 , 0.0 , 0.0 , 0.0 , 

121.0 , 3343.07692308 , 4036.92307692 , 4113.33333333 , 3848.20512821 , 4618.46153846 , 4055.38461538 , 4472.30769231 , 4310.25641026 , 4269.23076923 , 4370.25641026 , 4233.33333333 , 4063.07692308 , 3682.56410256 , 3750.76923077 , 1691.0 , 1671.0 , 4.345 , 0.0 , 0.0 , 0.0 , 0.0 , 

122.0 , 3346.66666667 , 4036.92307692 , 4113.33333333 , 3847.69230769 , 4637.43589744 , 4057.43589744 , 4472.30769231 , 4305.12820513 , 4273.33333333 , 4377.94871795 , 4241.53846154 , 4066.15384615 , 3683.07692308 , 3752.82051282 , 1690.0 , 1672.0 , 4.353 , 0.0 , 0.0 , 0.0 , 0.0 , 

123.0 , 3344.61538462 , 4024.61538462 , 4111.28205128 , 3842.56410256 , 4643.07692308 , 4060.51282051 , 4472.30769231 , 4303.07692308 , 4272.30769231 , 4375.38461538 , 4247.17948718 , 4069.74358974 , 3679.48717949 , 3753.33333333 , 1690.0 , 1672.0 , 4.377 , 0.0 , 0.0 , 0.0 , 0.0 , 

124.0 , 3345.12820513 , 4031.28205128 , 4116.92307692 , 3848.71794872 , 4623.07692308 , 4060.51282051 , 4472.30769231 , 4311.28205128 , 4278.97435897 , 4384.1025641 , 4249.23076923 , 4073.84615385 , 3690.25641026 , 3757.94871795 , 1690.0 , 1672.0 , 4.377 , 0.0 , 0.0 , 0.0 , 0.0 , 

125.0 , 3350.76923077 , 4037.94871795 , 4117.43589744 , 3850.76923077 , 4612.82051282 , 4058.46153846 , 4472.30769231 , 4315.38461538 , 4284.1025641 , 4394.35897436 , 4252.82051282 , 4073.33333333 , 3701.53846154 , 3757.43589744 , 1690.0 , 1672.0 , 4.377 , 0.0 , 0.0 , 0.0 , 0.0 , 

126.0 , 3344.61538462 , 4024.61538462 , 4107.69230769 , 3836.92307692 , 4627.17948718 , 4058.46153846 , 4472.30769231 , 4307.69230769 , 4278.97435897 , 4375.8974359 , 4247.69230769 , 4068.71794872 , 3692.82051282 , 3744.1025641 , 1690.0 , 1671.0 , 4.385 , 0.0 , 0.0 , 0.0 , 0.0 , 

127.0 , 3331.28205128 , 4018.97435897 , 4107.17948718 , 3828.20512821 , 4632.30769231 , 4058.97435897 , 4472.30769231 , 4310.25641026 , 4278.46153846 , 4362.05128205 , 4236.92307692 , 4065.12820513 , 3681.53846154 , 3738.97435897 , 1692.0 , 1670.0 , 4.409 , 0.0 , 0.0 , 0.0 , 0.0 , 

128.0 , 3335.38461538 , 4028.20512821 , 4111.28205128 , 3833.84615385 , 4630.76923077 , 4060.0 , 4472.30769231 , 4315.38461538 , 4283.07692308 , 4377.43589744 , 4231.79487179 , 4062.56410256 , 3680.51282051 , 3746.15384615 , 1691.0 , 1669.0 , 4.409 , 0.0 , 0.0 , 0.0 , 0.0 , 

0.0 , 3345.12820513 , 4031.28205128 , 4110.76923077 , 3840.51282051 , 4641.02564103 , 4061.02564103 , 4472.30769231 , 4303.07692308 , 4277.94871795 , 4374.87179487 , 4228.20512821 , 4060.0 , 3678.97435897 , 3742.56410256 , 1692.0 , 1669.0 , 4.409 , 0.0 , 0.0 , 0.0 , 0.0 , 

1.0 , 3344.61538462 , 4030.76923077 , 4114.35897436 , 3844.61538462 , 4643.07692308 , 4060.51282051 , 4472.30769231 , 4299.48717949 , 4273.33333333 , 4364.1025641 , 4231.79487179 , 4064.1025641 , 3684.1025641 , 3742.56410256 , 1693.0 , 1668.0 , 4.416 , 0.0 , 0.0 , 0.0 , 0.0 , 

2.0 , 3347.17948718 , 4036.92307692 , 4119.48717949 , 3848.20512821 , 4625.64102564 , 4058.97435897 , 4472.30769231 , 4313.33333333 , 4278.97435897 , 4384.61538462 , 4245.12820513 , 4071.28205128 , 3697.94871795 , 3756.92307692 , 1692.0 , 1668.0 , 4.438 , 0.0 , 0.0 , 0.0 , 0.0 , 

3.0 , 3356.92307692 , 4045.64102564 , 4115.38461538 , 3848.71794872 , 4622.05128205 , 4059.48717949 , 4472.30769231 , 4310.76923077 , 4278.97435897 , 4398.97435897 , 4252.30769231 , 4069.23076923 , 3701.53846154 , 3763.07692308 , 1693.0 , 1667.0 , 4.438 , 0.0 , 0.0 , 0.0 , 0.0 , 

4.0 , 3355.38461538 , 4046.15384615 , 4108.20512821 , 3848.20512821 , 4636.41025641 , 4061.53846154 , 4472.30769231 , 4295.8974359 , 4275.38461538 , 4383.07692308 , 4247.17948718 , 4065.12820513 , 3698.46153846 , 3752.82051282 , 1691.0 , 1669.0 , 4.441 , 0.0 , 0.0 , 0.0 , 0.0 , 

5.0 , 3345.64102564 , 4040.51282051 , 4109.74358974 , 3847.17948718 , 4636.92307692 , 4059.48717949 , 4472.30769231 , 4298.46153846 , 4276.41025641 , 4375.8974359 , 4245.64102564 , 4063.58974359 , 3698.97435897 , 3748.71794872 , 1691.0 , 1670.0 , 4.448 , 0.0 , 0.0 , 0.0 , 0.0 , 

6.0 , 3347.69230769 , 4037.43589744 , 4111.79487179 , 3847.17948718 , 4624.61538462 , 4056.92307692 , 4472.30769231 , 4305.12820513 , 4276.41025641 , 4387.17948718 , 4251.28205128 , 4066.15384615 , 3698.97435897 , 3760.51282051 , 1688.0 , 1670.0 , 4.468 , 0.0 , 0.0 , 0.0 , 0.0 , 

7.0 , 3356.41025641 , 4045.64102564 , 4110.25641026 , 3847.69230769 , 4622.05128205 , 4057.94871795 , 4472.30769231 , 4304.61538462 , 4275.8974359 , 4397.94871795 , 4257.43589744 , 4068.20512821 , 3701.53846154 , 3771.28205128 , 1688.0 , 1671.0 , 4.468 , 0.0 , 0.0 , 0.0 , 0.0 , 

8.0 , 3363.07692308 , 4054.87179487 , 4114.35897436 , 3847.69230769 , 4631.28205128 , 4060.0 , 4472.30769231 , 4307.69230769 , 4278.97435897 , 4400.0 , 4261.53846154 , 4065.64102564 , 3706.66666667 , 3770.25641026 , 1687.0 , 1671.0 , 4.471 , 0.0 , 0.0 , 0.0 , 0.0 , 

9.0 , 3370.76923077 , 4058.97435897 , 4115.8974359 , 3854.35897436 , 4635.38461538 , 4060.0 , 4472.30769231 , 4310.76923077 , 4278.46153846 , 4388.71794872 , 4257.94871795 , 4065.64102564 , 3708.20512821 , 3767.69230769 , 1687.0 , 1671.0 , 4.478 , 0.0 , 0.0 , 0.0 , 0.0 , 

10.0 , 3373.84615385 , 4061.53846154 , 4111.28205128 , 3864.61538462 , 4630.25641026 , 4058.97435897 , 4472.30769231 , 4312.30769231 , 4278.46153846 , 4391.28205128 , 4254.87179487 , 4068.20512821 , 3708.71794872 , 3769.23076923 , 1686.0 , 1670.0 , 4.502 , 0.0 , 0.0 , 0.0 , 0.0 , 

11.0 , 3365.64102564 , 4059.48717949 , 4110.76923077 , 3865.12820513 , 4632.82051282 , 4062.56410256 , 4472.30769231 , 4313.84615385 , 4282.05128205 , 4403.07692308 , 4255.8974359 , 4066.15384615 , 3706.66666667 , 3760.51282051 , 1687.0 , 1672.0 , 4.502 , 0.0 , 0.0 , 0.0 , 0.0 , 

12.0 , 3356.92307692 , 4052.30769231 , 4111.28205128 , 3860.51282051 , 4642.56410256 , 4068.71794872 , 4472.30769231 , 4311.28205128 , 4282.05128205 , 4383.07692308 , 4257.43589744 , 4064.1025641 , 3698.46153846 , 3747.69230769 , 1687.0 , 1671.0 , 4.502 , 0.0 , 0.0 , 0.0 , 0.0 , 

13.0 , 3361.53846154 , 4050.25641026 , 4108.20512821 , 3861.02564103 , 4641.53846154 , 4071.79487179 , 4472.30769231 , 4309.74358974 , 4281.53846154 , 4369.23076923 , 4256.92307692 , 4072.30769231 , 3697.94871795 , 3753.84615385 , 1686.0 , 1672.0 , 4.51 , 0.0 , 0.0 , 0.0 , 0.0 , 

14.0 , 3372.30769231 , 4057.94871795 , 4114.35897436 , 3861.53846154 , 4634.87179487 , 4072.30769231 , 4472.30769231 , 4311.28205128 , 4283.07692308 , 4395.8974359 , 4259.48717949 , 4078.46153846 , 3706.15384615 , 3775.38461538 , 1687.0 , 1670.0 , 4.534 , 0.0 , 0.0 , 0.0 , 0.0 , 

15.0 , 3375.8974359 , 4063.07692308 , 4121.02564103 , 3860.51282051 , 4634.35897436 , 4073.84615385 , 4472.30769231 , 4304.61538462 , 4281.02564103 , 4403.58974359 , 4261.53846154 , 4077.43589744 , 3710.25641026 , 3782.56410256 , 1686.0 , 1670.0 , 4.534 , 0.0 , 0.0 , 0.0 , 0.0 , 

16.0 , 3371.79487179 , 4058.97435897 , 4118.97435897 , 3861.02564103 , 4632.82051282 , 4076.41025641 , 4472.30769231 , 4293.33333333 , 4277.43589744 , 4374.87179487 , 4254.87179487 , 4073.33333333 , 3709.74358974 , 3772.82051282 , 1687.0 , 1669.0 , 4.534 , 0.0 , 0.0 , 0.0 , 0.0 , 

